GEOID,gmfd_sd,gmfd_mad,gmfd_min
01001,0.9341,0.5127999999999999,0.02629999999999999
01003,0.9901,0.9859,0.18789999999999996
01005,0.8172,0.6043000000000001,0.05709999999999993
01009,0.40759999999999996,0.4556,0.8865999999999999
01011,0.8991,0.6519999999999999,0.07889999999999997
01013,0.9247,0.825,0.274
01015,0.6427,0.24149999999999994,0.42589999999999995
01019,0.6084,0.31599999999999995,0.3526
01021,0.9332,0.5928,0.04139999999999999
01023,0.8981,0.8895,0.1926
01025,0.942,0.8432,0.10339999999999994
01027,0.8501,0.5818,0.1622
01029,0.8992,0.7048,0.2714
01031,0.8995,0.8777,0.1604
01033,0.37670000000000003,0.20850000000000002,0.8979
01035,0.9828,0.8553999999999999,0.2229
01039,0.9624,0.9213,0.24349999999999994
01041,0.9372,0.64,0.44889999999999997
01043,0.5254,0.16379999999999995,0.7664
01045,0.8975,0.8552,0.2985
01047,0.9539,0.5437000000000001,0.04409999999999992
01049,0.7486999999999999,0.2869999999999999,0.4022
01051,0.9362,0.7021,0.11059999999999992
01053,0.9753000000000001,0.9077,0.1965
01055,0.6231,0.5767,0.43499999999999994
01057,0.5363,0.18989999999999996,0.756
01059,0.5526,0.11619999999999997,0.7422
01061,0.9357,0.8309,0.09909999999999997
01063,0.9173,0.5727,0.08660000000000001
01065,0.9178,0.7090000000000001,0.2389
01067,0.7578,0.7214,0.17009999999999992
01069,0.7725,0.7556,0.19589999999999996
01071,0.774,0.31989999999999996,0.5347999999999999
01073,0.3427,0.04369999999999996,0.5975999999999999
01075,0.478,0.06699999999999995,0.7155
01077,0.49929999999999997,0.19179999999999997,0.8038000000000001
01079,0.5410999999999999,0.39579999999999993,0.7413000000000001
01081,0.9514,0.6917,0.12469999999999992
01083,0.8704000000000001,0.6013999999999999,0.10259999999999991
01085,0.9322,0.5884,0.025399999999999978
01087,0.9487,0.8477,0.08360000000000001
01089,0.6841999999999999,0.47429999999999994,0.4478
01091,0.8873,0.8124,0.15779999999999994
01093,0.5588,0.1966,0.7308
01095,0.6578999999999999,0.2239,0.4548
01097,0.9999,0.988,0.024399999999999977
01101,0.8441000000000001,0.2734,0.08429999999999993
01103,0.8017,0.6101,0.2724
01105,0.945,0.49629999999999996,0.0837
01107,0.7352000000000001,0.20529999999999993,0.2933
01109,0.8772,0.9028,0.16489999999999994
01111,0.9448,0.7785,0.12149999999999994
01113,0.8854,0.5173,0.02629999999999999
01115,0.6931,0.7617,0.5668
01117,0.8565,0.8543000000000001,0.12329999999999997
01119,0.8183,0.27479999999999993,0.1361
01121,0.7872,0.7814,0.2822
01123,0.9632,0.9424,0.11409999999999998
01125,0.6990000000000001,0.51,0.644
01127,0.609,0.2006,0.5639000000000001
01129,0.9933,0.9882,0.06169999999999998
01131,0.9653,0.8628,0.07629999999999992
01133,0.5626,0.376,0.7232000000000001
04003,0.7130000000000001,0.4454,0.20289999999999997
04009,0.9726,0.875,0.7037
04013,0.7256,0.6779,0.7283
04021,0.8517,0.5662,0.6105
04025,0.9188,0.8210999999999999,0.5428999999999999
04027,0.014100000000000001,0.014100000000000001,0.9077999999999999
05001,0.8869,0.7513,0.5053
05003,0.29889999999999994,0.31179999999999997,0.7794
05007,0.9454,0.8379,0.5849
05013,0.8446,0.5273,0.513
05017,0.5045999999999999,0.27759999999999996,0.7461
05019,0.36539999999999995,0.1079,0.838
05021,0.808,0.9831,0.6573
05023,0.5928,0.28559999999999997,0.8824
05029,0.5634,0.5206999999999999,0.8668
05031,0.6091,0.4274,0.8021
05033,0.37059999999999993,0.22949999999999993,0.865
05035,0.6978,0.9218999999999999,0.8906
05037,0.3050999999999999,0.42289999999999994,0.9158999999999999
05041,0.37359999999999993,0.4605,0.8293
05043,0.42899999999999994,0.18189999999999995,0.8021
05045,0.40859999999999996,0.4658,0.907
05055,0.6028,0.6826,0.7928
05057,0.5085999999999999,0.5877,0.5350999999999999
05063,0.7324999999999999,0.6091,0.8483
05067,0.7912,0.42489999999999994,0.7529
05069,0.32019999999999993,0.34119999999999995,0.8093
05073,0.37939999999999996,0.24919999999999998,0.5779
05075,0.2919999999999999,0.1542,0.8811
05077,0.39569999999999994,0.5292,0.9017
05079,0.2471,0.23299999999999998,0.8747
05081,0.8674,0.9285,0.10959999999999992
05083,0.1866,0.15249999999999997,0.9906
05085,0.8328,0.487,0.29399999999999993
05091,0.48260000000000003,0.26769999999999994,0.37829999999999997
05093,0.6816,0.9224,0.8271999999999999
05095,0.8793,0.6835,0.396
05099,0.3679,0.3577,0.7746999999999999
05103,0.7482,0.5094,0.5507
05107,0.12559999999999993,0.23129999999999995,0.9719
05111,0.6959,0.41899999999999993,0.737
05115,0.3578,0.5933999999999999,0.999
05117,0.12159999999999993,0.09499999999999997,0.9349
05119,0.8914,0.7471,0.36
05121,0.2481,0.2994,0.9265
05123,0.1987,0.5368999999999999,0.9629
05145,0.7010000000000001,0.349,0.7774
05147,0.7957,0.7351,0.7158
05149,0.5208999999999999,0.6799999999999999,0.7645
06005,0.945,0.9044,0.08339999999999992
06007,0.02210000000000001,0.0756,0.7571
06011,0.012899999999999912,0.25759999999999994,0.9529
06013,0.006900000000000017,0.006699999999999928,0.9945
06019,0.0,0.01629999999999998,0.9812
06021,0.0,0.03639999999999999,0.9998
06025,0.01200000000000001,0.005499999999999949,0.7495
06029,0.11419999999999997,0.031299999999999994,0.45699999999999996
06031,0.06879999999999997,0.007699999999999929,0.882
06039,0.12549999999999994,0.5113,0.6286
06047,0.03399999999999992,0.07179999999999997,0.7776000000000001
06053,0.02299999999999991,0.5450999999999999,1.0
06065,0.4216,0.26049999999999995,0.5366
06067,0.09509999999999996,0.27479999999999993,0.8696
06077,0.49129999999999996,0.24139999999999995,0.378
06095,0.0,0.21219999999999994,1.0
06099,0.16169999999999995,0.4058999999999999,0.8462000000000001
06101,0.0030000000000000027,0.8681,0.9895
06103,9.999999999998899e-05,0.10289999999999999,0.9761
06107,0.2066,0.3195,0.41400000000000003
06113,0.00019999999999997797,0.5566,0.9999
06115,0.09079999999999999,0.6954,1.0
08001,0.18519999999999992,0.006099999999999994,0.34439999999999993
08005,0.9054,0.6738999999999999,0.36519999999999997
08009,0.9963,0.9051,0.04189999999999994
08011,0.9959,0.992,0.2791
08013,0.4437,0.06479999999999997,0.8049999999999999
08017,0.9915,0.8621,0.251
08025,0.9753000000000001,0.9831,0.1996
08029,0.9705,0.5934999999999999,0.3812
08039,0.5652999999999999,0.61,0.9189
08041,0.78,0.9415,0.2542
08045,0.030200000000000005,0.02429999999999999,0.876
08061,0.9867,0.9483,0.12719999999999998
08063,0.46229999999999993,0.26749999999999996,0.33999999999999997
08067,0.49729999999999996,0.43179999999999996,0.05179999999999996
08069,0.866,0.8969,0.8742
08071,0.9516,0.9519,0.32489999999999997
08073,0.8234,0.20939999999999992,0.13059999999999994
08075,0.9921,0.6863,0.006099999999999994
08077,0.6901999999999999,0.8912,0.5262
08083,0.9377,1.0,0.5478000000000001
08085,0.9045,0.9938,0.24819999999999998
08087,0.9289,0.9779,0.1301
08089,0.9566,0.9798,0.6206
08095,0.9095,0.7385999999999999,0.08099999999999996
08099,0.9964,0.8477,0.040899999999999936
08101,0.8375,0.9054,0.8404
08115,0.9415,0.8905,0.13449999999999995
08121,0.9529,0.6426000000000001,0.06119999999999992
08123,0.9527,0.9238999999999999,0.3004
08125,0.9477,0.7437,0.23439999999999994
10001,0.12819999999999998,0.1844,0.45740000000000003
10003,0.12319999999999998,0.5716,0.6279
10005,0.21819999999999995,0.6129,0.3438
12001,1.0,0.9976,0.04059999999999997
12003,1.0,0.9955,0.07250000000000001
12007,1.0,0.9901,0.01539999999999997
12013,0.8938,0.2673,0.07589999999999997
12023,0.9959,0.8839,0.011799999999999922
12029,1.0,0.9769,0.27169999999999994
12031,0.9091,0.9021,0.5575
12033,0.9913,0.8864,0.14800000000000002
12039,0.9133,0.6237999999999999,0.17409999999999992
12041,1.0,0.9625,0.0022999999999999687
12047,0.9977,0.8385,0.03189999999999993
12059,0.6909000000000001,0.07929999999999993,0.2197
12063,0.49670000000000003,0.6632,0.6515
12065,0.9819,0.9706,0.3337
12067,0.9943,0.8163,0.4062
12073,0.9413,0.9279999999999999,0.3378
12075,0.9989,1.0,0.11159999999999992
12079,0.9924,0.9983,0.24929999999999997
12083,1.0,0.9996,0.0005999999999999339
12089,0.9987,0.8036,0.16999999999999993
12091,0.9929,0.9803,0.07789999999999997
12107,1.0,0.9899,0.16089999999999993
12109,0.9999,0.9738,0.04149999999999998
12113,0.9921,0.8755999999999999,0.04689999999999994
12121,0.9999,0.9488,0.06779999999999997
12123,0.999,0.9558,0.23770000000000002
12125,0.999,0.893,0.14439999999999997
12131,0.9532,0.9932,0.2187
12133,0.8148,0.8162,0.20839999999999992
13001,0.7353000000000001,0.8531,0.23239999999999994
13003,0.9405,0.9646,0.07329999999999992
13005,0.9488,0.9842,0.09670000000000001
13007,0.8406,0.5912999999999999,0.19440000000000002
13009,0.481,0.9299999999999999,0.4778
13011,0.5912,0.24849999999999994,0.4717
13013,0.1572,0.023699999999999943,0.4829
13015,0.5229999999999999,0.26259999999999994,0.25529999999999997
13017,0.7992,0.8617,0.06779999999999997
13019,0.9493,0.9854,0.08879999999999999
13021,0.6780999999999999,0.49449999999999994,0.1885
13023,0.5903,0.7093,0.15949999999999998
13025,0.9249,0.9925,0.24449999999999994
13027,0.9837,0.9838,0.12280000000000002
13029,0.8232,0.4575,0.24929999999999997
13031,0.5803,0.7717,0.26059999999999994
13033,0.6494,0.5507,0.17879999999999996
13035,0.3060999999999999,0.5261,0.33509999999999995
13037,0.6284000000000001,0.3631,0.17209999999999992
13039,0.8228,0.6852,0.236
13043,0.5088999999999999,0.7114,0.3282999999999999
13045,0.7804,0.6537,0.1058
13047,0.5841000000000001,0.7067,0.5455
13049,0.8924,0.9659,0.12180000000000002
13051,0.9978,0.7492,0.010599999999999943
13055,0.5327999999999999,0.3972,0.30269999999999997
13057,0.5296000000000001,0.43809999999999993,0.3131999999999999
13059,0.4466,0.6396,0.3879
13061,0.8719,0.892,0.3077
13063,0.6491,0.23019999999999996,0.43720000000000003
13065,0.9529,0.9788,0.04239999999999999
13069,0.9241,0.9847,0.057599999999999985
13071,0.9166,0.8973,0.2117
13073,0.4003,0.7247,0.3671
13075,0.9555,0.9629,0.13969999999999994
13077,0.9069,0.8455,0.09599999999999997
13079,0.7169,0.35939999999999994,0.2642
13081,0.5550999999999999,0.5475,0.14589999999999992
13083,0.6955,0.36329999999999996,0.45809999999999995
13085,0.6612,0.4094,0.3427
13087,0.8182,0.5784,0.19929999999999992
13091,0.7059,0.6113999999999999,0.11070000000000002
13093,0.6158,0.2902,0.33819999999999995
13095,0.7074,0.6291,0.2531
13097,0.8677,0.3225,0.369
13099,0.7371,0.37849999999999995,0.10099999999999998
13101,0.9843,0.9971,0.11399999999999999
13103,0.8176,0.4054,0.12129999999999996
13105,0.5335,0.8097,0.5327
13107,0.6816,0.7382,0.18389999999999995
13109,0.5397000000000001,0.7282,0.39549999999999996
13111,0.8668,0.8446,0.31989999999999996
13113,0.7323,0.6456999999999999,0.2738999999999999
13115,0.46099999999999997,0.28059999999999996,0.25749999999999995
13117,0.5811999999999999,0.5252,0.22199999999999998
13119,0.7093,0.46919999999999995,0.2721
13121,0.6211,0.2589,0.17420000000000002
13123,0.9375,0.7045,0.6958
13125,0.2833,0.0484,0.2808999999999999
13129,0.7143999999999999,0.2811,0.646
13131,0.889,0.7199,0.22260000000000002
13133,0.6002000000000001,0.9049,0.29869999999999997
13135,0.27279999999999993,0.07979999999999998,0.4403
13137,0.8948,0.5376,0.1331
13139,0.3721,0.3669,0.3325
13141,0.24570000000000003,0.4334,0.41700000000000004
13143,0.7502,0.21409999999999996,0.25559999999999994
13145,0.8268,0.6559999999999999,0.07079999999999997
13147,0.25639999999999996,0.24339999999999995,0.34209999999999996
13149,0.967,0.6259,0.07550000000000001
13151,0.38269999999999993,0.4374,0.30820000000000003
13153,0.5992999999999999,0.5444,0.15349999999999997
13155,0.8608,0.8874,0.06659999999999999
13157,0.3074,0.41279999999999994,0.4859
13159,0.27449999999999997,0.30079999999999996,0.4675
13161,0.8134,0.7062999999999999,0.25259999999999994
13163,0.7355,0.8929,0.24869999999999992
13165,0.6462,0.8341000000000001,0.19719999999999993
13167,0.49460000000000004,0.36349999999999993,0.15999999999999992
13169,0.4225,0.39180000000000004,0.4123
13171,0.5821000000000001,0.5490999999999999,0.23299999999999998
13173,0.9512,0.961,0.08229999999999993
13175,0.6581,0.6374,0.11859999999999993
13177,0.6239,0.5192,0.15499999999999992
13179,0.9545,0.9717,0.08539999999999992
13181,0.3601,0.5716,0.48739999999999994
13183,0.7829,0.813,0.16199999999999992
13185,0.9946,0.9961,0.137
13187,0.8246,0.6187,0.28069999999999995
13189,0.30189999999999995,0.13979999999999992,0.3254
13193,0.487,0.45819999999999994,0.3154
13195,0.41389999999999993,0.2662,0.35329999999999995
13197,0.763,0.9364,0.04469999999999996
13199,0.8743,0.11449999999999994,0.04189999999999994
13201,0.34329999999999994,0.24059999999999993,0.7744
13205,0.8317,0.8807,0.2975
13207,0.6297999999999999,0.56,0.23249999999999993
13209,0.6819999999999999,0.39690000000000003,0.11639999999999995
13211,0.22970000000000002,0.5799,0.47339999999999993
13213,0.5675,0.3739,0.3741
13217,0.1442,0.044499999999999984,0.477
13219,0.3156,0.5640000000000001,0.40989999999999993
13221,0.5517,0.6398999999999999,0.2815
13223,0.6208,0.6407,0.14659999999999995
13225,0.6888000000000001,0.5883,0.1684
13227,0.6233,0.4142,0.3436
13229,0.9155,0.9618,0.16389999999999993
13231,0.8121,0.8411,0.15449999999999997
13233,0.6777,0.44299999999999995,0.3345
13235,0.5195,0.31609999999999994,0.22619999999999996
13237,0.2702,0.05609999999999993,0.3833
13239,0.8445,0.9367,0.19519999999999993
13241,0.7936,0.35329999999999995,0.3768
13243,0.6658,0.3921,0.10139999999999993
13245,0.5193,0.8006,0.28659999999999997
13247,0.22849999999999993,0.5157,0.4699
13249,0.7336,0.3651,0.08350000000000002
13251,0.8386,0.8254,0.16059999999999997
13253,0.19679999999999997,0.10870000000000002,0.8896
13255,0.687,0.7129,0.24209999999999998
13257,0.47750000000000004,0.4538,0.2299
13259,0.5897,0.7344999999999999,0.2126
13261,0.7543,0.5105,0.47009999999999996
13263,0.8779,0.7391,0.1402
13265,0.6354,0.24259999999999993,0.20839999999999992
13267,0.5805,0.8371,0.34709999999999996
13269,0.7488,0.49770000000000003,0.16909999999999992
13271,0.8787,0.7025,0.0363
13273,0.6373,0.5127999999999999,0.12890000000000001
13275,0.9666,0.9341,0.2945
13277,0.6969000000000001,0.5699000000000001,0.14200000000000002
13279,0.6711,0.4104,0.1674
13281,0.30279999999999996,0.25249999999999995,0.27559999999999996
13283,0.5161,0.15749999999999997,0.26069999999999993
13285,0.9034,0.6095999999999999,0.1462
13287,0.6849000000000001,0.5646,0.1563
13289,0.5487,0.4274,0.2572
13291,0.5134,0.15449999999999997,0.49929999999999997
13293,0.7702,0.4599,0.14049999999999996
13295,0.5817,0.33109999999999995,0.41269999999999996
13297,0.15759999999999996,0.22609999999999997,0.5789
13299,0.9477,0.8904,0.18399999999999994
13301,0.24570000000000003,0.5318,0.4031
13303,0.46199999999999997,0.41169999999999995,0.32530000000000003
13305,0.9318,0.982,0.16410000000000002
13307,0.5159,0.5383,0.18789999999999996
13309,0.8273,0.9024,0.07019999999999993
13311,0.7727999999999999,0.28259999999999996,0.09989999999999999
13313,0.5296000000000001,0.6515,0.6599999999999999
13315,0.6543,0.3447,0.07419999999999993
13317,0.2924,0.33909999999999996,0.36729999999999996
13319,0.36139999999999994,0.37770000000000004,0.2751
13321,0.6768000000000001,0.601,0.1683
16001,0.9682999999999999,0.5425,0.04299999999999993
16027,0.4828,0.1291,0.34309999999999996
16031,0.12309999999999999,0.05109999999999992,0.39579999999999993
16039,0.9996,0.8338,0.006799999999999917
16041,0.9991,0.985,0.031100000000000017
16045,0.7902,0.6569,0.03859999999999997
16047,0.6397999999999999,0.10870000000000002,0.41359999999999997
16053,0.9991,0.9301,0.0045999999999999375
16063,0.5481,0.26949999999999996,0.33119999999999994
16073,0.8339,0.7343,0.22399999999999998
16075,0.03749999999999998,0.027699999999999947,0.4538
16083,0.9999,0.9729,0.013799999999999923
16087,0.6009,0.4918,0.42999999999999994
17001,0.01649999999999996,0.3964,0.9522
17003,0.8109999999999999,0.9435,0.7063999999999999
17005,0.35919999999999996,0.943,0.6249
17007,0.026100000000000012,0.006099999999999994,0.9762
17009,0.015499999999999958,0.706,0.9774
17011,0.0474,0.10249999999999992,0.9545
17013,0.14659999999999995,0.911,0.7972
17015,0.011399999999999966,0.0040000000000000036,0.9688
17017,0.07129999999999992,0.3228,0.8824
17019,0.027899999999999925,0.9448,0.9978
17021,0.11419999999999997,0.8182,0.7694
17023,0.22260000000000002,0.4729,0.8483
17025,0.4544,0.8585,0.5576
17027,0.34219999999999995,0.9283,0.7021999999999999
17029,0.1885,0.9551,0.8886
17031,0.0,0.013699999999999934,1.0
17033,0.239,0.8464,0.8075
17035,0.26759999999999995,0.7212000000000001,0.8127
17037,0.031399999999999983,0.05669999999999997,0.9531
17039,0.007199999999999984,0.7263,0.9812
17041,0.06769999999999998,0.786,0.9103
17043,0.00029999999999996696,0.0877,1.0
17045,0.15300000000000002,0.5896,0.9163
17047,0.4314,0.49629999999999996,0.4575
17049,0.29979999999999996,0.9379,0.77
17051,0.2923,0.8852,0.6275999999999999
17053,0.0,0.8961,1.0
17055,0.5166999999999999,0.9907,0.6329
17057,0.0015999999999999348,0.3066,0.9999
17059,0.4598,0.5393,0.6958
17061,0.16049999999999998,0.5718,0.8047
17063,9.999999999998899e-05,0.4403,1.0
17065,0.38239999999999996,0.5519000000000001,0.6826
17067,0.011699999999999933,0.29979999999999996,0.9611
17069,0.69,0.779,0.5502
17071,0.0013999999999999568,0.10559999999999992,1.0
17073,0.00019999999999997797,0.007000000000000006,1.0
17075,9.999999999998899e-05,0.8269,1.0
17077,0.9353,0.9835,0.5166
17079,0.44399999999999995,0.8821,0.7106
17081,0.6209,0.996,0.5242
17083,0.14189999999999992,0.9722,0.8043
17085,0.0010000000000000009,0.03489999999999993,1.0
17087,0.9148,0.9104,0.5186999999999999
17089,0.08419999999999994,0.8582,0.9132
17091,0.005299999999999971,0.7775,1.0
17093,0.0,0.19340000000000002,1.0
17095,0.00039999999999995595,0.10539999999999994,1.0
17097,0.20699999999999996,0.19679999999999997,0.8147
17099,9.999999999998899e-05,0.32589999999999997,1.0
17101,0.37129999999999996,0.5729,0.6443
17103,0.05359999999999998,0.04409999999999992,0.9543
17105,0.00019999999999997797,0.5590999999999999,1.0
17107,0.047699999999999965,0.7906,0.9514
17109,0.0039000000000000146,0.1896,0.9964
17111,0.09049999999999991,0.06889999999999996,0.9044
17113,0.0020000000000000018,0.7735,1.0
17115,0.036599999999999966,0.7494000000000001,0.8628
17117,0.21089999999999998,0.9227,0.7823
17119,0.24349999999999994,0.8229,0.7434000000000001
17121,0.33829999999999993,0.9638,0.6234
17123,0.0,0.13459999999999994,1.0
17125,0.014699999999999935,0.5901000000000001,0.9490999999999999
17127,0.6233,0.9263,0.748
17129,0.08389999999999997,0.9460999999999999,0.9239999999999999
17131,0.0014999999999999458,0.1251,1.0
17133,0.5783,0.9031,0.7497
17135,0.24629999999999996,0.9006,0.7489
17137,0.11919999999999997,0.39369999999999994,0.8397
17139,0.13569999999999993,0.96,0.8745
17141,0.009099999999999997,0.006399999999999961,0.9653
17143,0.0004999999999999449,0.19009999999999994,1.0
17145,0.7101999999999999,0.9999,0.6541
17147,0.01639999999999997,0.6456,0.9133
17149,0.07119999999999993,0.48229999999999995,0.8678
17151,0.5510999999999999,0.7905,0.6646
17153,0.5474,0.748,0.7015
17155,0.006000000000000005,0.23129999999999995,0.9799
17157,0.5146,0.8972,0.8458
17159,0.5007999999999999,0.7988,0.6102
17161,0.0010999999999999899,0.022499999999999964,1.0
17163,0.25639999999999996,0.6357999999999999,0.8036
17165,0.5813999999999999,0.9061,0.5975999999999999
17167,0.07889999999999997,0.7339,0.8124
17169,0.017199999999999993,0.32330000000000003,0.9653
17171,0.14879999999999993,0.3346,0.832
17173,0.26849999999999996,0.9875,0.8260000000000001
17175,0.0,0.17999999999999994,1.0
17177,0.00039999999999995595,0.0030000000000000027,1.0
17179,0.006000000000000005,0.3782,0.9848
17181,0.9345,0.9296,0.5299
17183,0.033499999999999974,0.9615,1.0
17185,0.3266,0.6264000000000001,0.5346
17187,0.0010999999999999899,0.11559999999999993,1.0
17189,0.4599,0.9948,0.7498
17191,0.4194,0.8583000000000001,0.4384
17193,0.3294,0.3649,0.6891
17195,0.05730000000000002,0.06379999999999997,0.9516
17197,0.0,0.1824,1.0
17199,0.7362,0.9754,0.5811999999999999
17201,0.0012999999999999678,0.0005999999999999339,1.0
17203,0.0004999999999999449,0.4375,1.0
18001,0.02079999999999993,0.23060000000000003,1.0
18003,0.0041999999999999815,0.35539999999999994,1.0
18005,0.3356,0.5202,0.7385999999999999
18007,0.0014999999999999458,0.8102,1.0
18009,0.015699999999999936,0.26769999999999994,1.0
18011,0.14029999999999998,0.9733,1.0
